
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
 53   -1.20799   1.43864         4.9177    -0.961261,  -0.275639      0.0111272 0.0275081  0.0959303,  0.0863328       0.265639    {-14.3739,-4.12166}, 
 54    -1.1973    1.4417        4.83481    -0.278158,   0.960535      0.0920273 0.0106961 0.00306709,  0.0828886       0.597711    {-0.474116,1.63722}, 
 55    -1.1717   1.35331        4.75456    -0.960536,  -0.278155      0.0110486 0.0255981  0.0883955,  0.0802498       0.268463    {-13.5144,-3.91353}, 
 56   -1.16109   1.35638        4.67712     -0.28154,    0.95955      0.0866504 0.0106126 0.00307322,  0.0774447       0.584608    {-0.484849,1.65247}, 
 57   -1.13669   1.27324        4.60089     -0.95955,  -0.281537      0.0110786 0.0243955  0.0831454,  0.0762255       0.270521    {-12.8338,-3.76551}, 
 58   -1.12606   1.27636        4.52709    -0.283297,   0.959032      0.0799939 0.0106305 0.00311904,  0.0737978       0.571068    {-0.493057,1.66912}, 
 59    -1.1034   1.19964        4.45613    -0.959035,  -0.283289      0.0109973  0.022662  0.0767168,  0.0709609       0.273147    {-12.0838,-3.56943}, 
 60   -1.09285   1.20275        4.38713    -0.284223,   0.958758      0.0736086 0.0105468 0.00311541,  0.0689998       0.557604    {-0.499908,1.68632}, 
 61   -1.07193   1.13218        4.32129    -0.958761,  -0.284213      0.0108886 0.0209213  0.0705729,  0.0658449       0.275854    {-11.3692,-3.37027}, 
 62   -1.06149   1.13528        4.25699    -0.285512,   0.958375       0.068623 0.0104396 0.00309469,  0.0642968       0.544623    {-0.50737,1.70308}, 
 63    -1.0419   1.06951        4.19507    -0.958377,  -0.285504      0.0108401 0.0195927  0.0657665,  0.0619192       0.278038    {-10.7686,-3.20802}, 
 64   -1.03151    1.0726        4.13441    -0.287832,   0.957681      0.0651421 0.0103889 0.00309488,   0.060659       0.532175    {-0.516652,1.71902}, 
 65   -1.01276   1.01022         4.0751    -0.957685,  -0.287818      0.0108843   0.01875  0.0623854,  0.0593151        0.27943    {-10.2886,-3.09207}, 
 66   -1.00233   1.01335        4.01687    -0.289946,   0.957043      0.0618747 0.0104237 0.00313269,  0.0582253       0.519701    {-0.525759,1.7354}, 
 67  -0.984394  0.954135        3.96001    -0.957045,  -0.289939      0.0109328 0.0179404  0.0592168,  0.0568599        0.28068    {-9.83465,-2.97943}, 
 68  -0.973931  0.957304        3.90408    -0.291455,   0.956585      0.0585558 0.0104632 0.00316986,  0.0559301       0.507093    {-0.533994,1.75262}, 
 69  -0.956864  0.901291        3.84976    -0.956589,   -0.29144      0.0109585 0.0170664  0.0560135,  0.0543181       0.281985    {-9.38653,-2.85976}, 
 70  -0.946382  0.904485        3.79623    -0.293887,    0.95584      0.0561359 0.0104828 0.00319375,  0.0535367       0.494857    {-0.543983,1.76925}, 
 71  -0.929884  0.850828        3.74365    -0.955843,  -0.293879      0.0110573 0.0164976  0.0536569,  0.0525739       0.282598    {-9.01384,-2.77135}, 
 72  -0.919315  0.854077        3.69176    -0.295182,   0.955441      0.0533123 0.0105691 0.00324952,  0.0518963       0.482248    {-0.552222,1.78742}, 
 73  -0.903578   0.80314        3.64133    -0.955447,  -0.295163      0.0111059 0.0157369  0.0509368,  0.0504238       0.283516    {-8.61892,-2.66261}, 
 74  -0.892967  0.806418        3.59148    -0.296756,   0.954953      0.0509234 0.0106111 0.00327806,  0.0498583       0.469809    {-0.56112,1.80567}, 
 75  -0.877855  0.757789        3.54283    -0.954957,  -0.296743      0.0111873 0.0151118  0.0486295,  0.0486465       0.284044    {-8.26465,-2.56816}, 
 76  -0.867172  0.761109        3.49465     -0.29837,    0.95445      0.0487721 0.0106834 0.00331974,  0.0481774       0.457412    {-0.570307,1.82434}, 
 77   -0.85262  0.714558        3.44758    -0.954454,  -0.298358      0.0112888 0.0145522  0.0465506,  0.0470702        0.28431    {-7.93497,-2.48043}, 
 78  -0.841845  0.717926         3.4009     -0.29895,   0.954269      0.0464115 0.0107747 0.00336811,  0.0466812       0.444723    {-0.577883,1.84464}, 
 79   -0.82797  0.673637        3.35563    -0.954276,  -0.298926       0.011356 0.0138747  0.0442891,   0.045269       0.284777    {-7.5963,-2.37953}, 
 80  -0.817134  0.677032        3.31067    -0.300019,   0.953933      0.0444747 0.0108367 0.00339459,  0.0449618       0.432278    {-0.586525,1.8649}, 
 81   -0.80379  0.634606        3.26682    -0.953939,  -0.300001      0.0114646 0.0133433  0.0424259,  0.0438466       0.284759    {-7.29633,-2.29459}, 
 82  -0.792854  0.638045        3.22321    -0.301211,   0.953557      0.0427513 0.0109365 0.00343939,  0.0436087       0.419898    {-0.595638,1.88564}, 
 83  -0.779977   0.59728         3.1806     -0.95356,  -0.301202      0.0115962 0.0128772  0.0407658,  0.0426114        0.28443    {-7.01806,-2.2168}, 
 84  -0.768919  0.600772        3.13817    -0.302318,   0.953207      0.0411431 0.0110577  0.0034928,  0.0424346       0.407492    {-0.604884,1.90719}, 
 85  -0.756481  0.561554        3.09669    -0.953214,  -0.302298       0.011742 0.0124383  0.0392179,  0.0414762        0.28388    {-6.75328,-2.1417}, 
 86  -0.745288  0.565104        3.05534    -0.303098,   0.952959      0.0395795 0.0111926 0.00354957,  0.0413494       0.394985    {-0.613839,1.92995}, 
 87  -0.733292  0.527386        3.01497    -0.952971,  -0.303062      0.0118948 0.0119965  0.0377177,  0.0403711       0.283187    {-6.4966,-2.06604}, 
 88  -0.721956  0.530991        2.97468    -0.303468,   0.952842       0.038053 0.0113354 0.00360487,  0.0402916       0.382365    {-0.622357,1.9541}, 
 89  -0.710408  0.494733        2.93539    -0.952854,  -0.303428      0.0120521 0.0115479  0.0362585,   0.039288        0.28236    {-6.24746,-1.98945}, 
 90  -0.698924   0.49839        2.89613    -0.304112,   0.952636      0.0367263 0.0114839 0.00365693,  0.0392574       0.369849    {-0.631712,1.97885}, 
 91  -0.687756  0.463403        2.85774    -0.952641,  -0.304096       0.012242 0.0111689  0.0349868,  0.0383898       0.281126    {-6.01783,-1.92097}, 
 92  -0.676093  0.467126        2.81934    -0.304764,   0.952428      0.0355055 0.0116623 0.00372275,  0.0384085       0.357318    {-0.641473,2.00469}, 
 93  -0.665273  0.433309        2.78174    -0.952434,  -0.304746      0.0124522 0.0108208  0.0338165,  0.0375944       0.279596    {-5.79961,-1.85568}, 
 94  -0.653413  0.437104        2.74409    -0.305818,    0.95209      0.0344508 0.0118599 0.00379477,   0.037654       0.344872    {-0.652429,2.03118}, 
 95  -0.642877  0.404304        2.70712    -0.952105,   -0.30577      0.0126996 0.0105357  0.0328002,  0.0369661       0.277624    {-5.59679,-1.79741}, 
 96  -0.630786  0.408187        2.67006    -0.306744,   0.951792      0.0334473 0.0120913 0.00388314,  0.0370582       0.332317    {-0.663661,2.05927}, 
 97  -0.620526  0.376352        2.63367    -0.951814,  -0.306677      0.0129725 0.0102598  0.0318349,  0.0363894       0.275365    {-5.40058,-1.74008}, 
 98  -0.608178   0.38033        2.59716     -0.30708,   0.951684      0.0324242 0.0123474 0.00397837,  0.0365171        0.31952    {-0.674337,2.08986}, 
 99  -0.598222  0.349473        2.56136    -0.951706,  -0.307011       0.0132570.00995685  0.0308576,  0.0357946        0.27294    {-5.2056,-1.67927}, 
100  -0.585605  0.353543         2.5254    -0.307603,   0.951515      0.0315092 0.0126167 0.00407003,  0.0359628       0.306722    {-0.685975,2.12194}, 
101  -0.575912  0.323561        2.49008    -0.951536,  -0.307538      0.01358290.00969232  0.0299815,  0.0353154       0.270083    {-5.021,-1.62279}, 
102  -0.562988  0.327738        2.45456    -0.307791,   0.951454      0.0306204 0.0129246 0.00417725,  0.0355251       0.293751    {-0.697661,2.15663}, 
103  -0.553563  0.298605        2.41969    -0.951472,  -0.307735      0.0139372 0.0094247  0.0291339,  0.0348731       0.266923    {-4.84036,-1.56552}, 
104  -0.540302  0.302894        2.38456    -0.308129,   0.951345      0.0298201 0.0132609 0.00428897,   0.035127       0.280743    {-0.710413,2.19339}, 
105  -0.531114  0.274524        2.35002    -0.951364,  -0.308068      0.01433910.00918842  0.0283692,  0.0345372       0.263295    {-4.6678,-1.51151}, 
106  -0.517472  0.278942        2.31519    -0.308461,   0.951237      0.0290798 0.0136417 0.00441741,  0.0348353        0.26763    {-0.724058,2.23286}, 
107  -0.508502   0.25128         2.2809    -0.951272,  -0.308353      0.01479050.00896998  0.0276617,  0.0342861       0.259214    {-4.50071,-1.4589}, 
108  -0.494432  0.255841        2.24627    -0.308787,   0.951131      0.0284016 0.0140698  0.0045607,  0.0346273       0.254392    {-0.738735,2.27547}, 
109  -0.485662  0.228827        2.21215    -0.951166,  -0.308681      0.01530370.00877003  0.0270136,  0.0341226       0.254615    {-4.33911,-1.40817}, 
110  -0.471106  0.233551        2.17763    -0.308971,   0.951071      0.0277672 0.0145564 0.00472397,  0.0345175       0.240973    {-0.754354,2.32204}, 
111  -0.462527  0.207142        2.14359    -0.951109,  -0.308855      0.01588410.00857927  0.0264086,  0.0340398       0.249494    {-4.181,-1.3577}, 
112  -0.447419  0.212048         2.1091      -0.3092,   0.950997      0.0271984 0.0151075 0.00490588,  0.0344941       0.227405    {-0.771498,2.37288}, 
113   -0.43901  0.186183        2.07503    -0.951011,  -0.309158      0.01655290.00840972  0.0258656,  0.0340647       0.243722    {-4.02762,-1.30931}, 
114  -0.423268    0.1913        2.04044    -0.309413,   0.950928      0.0266808 0.0157419 0.00511745,  0.0345939       0.213642    {-0.790334,2.42896}, 
115  -0.415012  0.165929        2.00624    -0.950942,   -0.30937      0.01732490.00825536  0.0253715,  0.0342036        0.23727    {-3.87691,-1.26128}, 
116  -0.398537  0.171289        1.97142    -0.309649,   0.950851      0.0262178 0.0164749 0.00535979,  0.0348134       0.199665    {-0.81131,2.49132}, 
117  -0.390419  0.146359        1.93695    -0.950899,  -0.309501      0.01822950.00811833  0.0249292,  0.0344767       0.230037    {-3.72841,-1.21353}, 
118  -0.373085  0.152001        1.90177    -0.309755,   0.950816      0.0258116 0.0173344 0.00564204,  0.0351776         0.1854    {-0.834594,2.56185}, 
119  -0.365089  0.127459        1.86687    -0.950867,  -0.309598      0.01930450.00799526  0.0245421,  0.0349002       0.221887    {-3.5817,-1.16619}, 
120  -0.346733  0.133436        1.83115     -0.30983,   0.950792      0.0254721  0.018356 0.00597663,  0.0357227       0.170831    {-0.861062,2.64238}, 
121  -0.338841  0.109217        1.79563    -0.950832,  -0.309707      0.02060320.00789203  0.0242187,  0.0355184        0.21265    {-3.43617,-1.11924}, 
122  -0.319251  0.115598        1.75913    -0.310013,   0.950732      0.0252089 0.0195902 0.00638096,  0.0364984       0.155931    {-0.89195,2.73539}, 
123  -0.311436 0.0916312        1.72274    -0.950801,  -0.309801       0.022216 0.0078151   0.023967,  0.0363908       0.202113    {-3.29073,-1.07222}, 
124  -0.290313 0.0985138        1.68516    -0.309937,   0.950757      0.0250288  0.021123 0.00688256,  0.0375755       0.140552    {-0.927909,2.84644}, 
125  -0.282556 0.0747175        1.64757     -0.95083,  -0.309713      0.02427430.00775733  0.0237963,  0.0375926       0.189993    {-3.1438,-1.02403}, 
126  -0.259475 0.0822356         1.6085    -0.309826,   0.950793      0.0249687 0.0230807 0.00751807,  0.0390675       0.124652    {-0.97161,2.98168}, 
127  -0.251739 0.0584955        1.56923    -0.950832,  -0.309706      0.02700940.00773595  0.0237401,  0.0392741       0.175808    {-2.99457,-0.975394}, 
128  -0.226057 0.0668605        1.52805    -0.309872,   0.950778      0.0250713 0.0256814 0.00836499,  0.0411788       0.108128    {-1.02718,3.1517}, 
129  -0.218289 0.0430232        1.48637    -0.950822,  -0.309737      0.03088020.00776889  0.0238372,  0.0416823       0.158879    {-2.84056,-0.925332}, 
130  -0.188927  0.052588        1.44209    -0.309841,   0.950788      0.0254175 0.0293616 0.00956476,  0.0442776       0.090742    {-1.10112,3.37892}, 
131  -0.181052 0.0284214        1.39678    -0.950888,  -0.309535      0.03693480.00787536  0.0241666,  0.0453077        0.13806    {-2.67773,-0.871662}, 
132  -0.145931  0.039854         1.3476    -0.309617,   0.950861      0.0262178 0.0351209  0.0114326,  0.0491844      0.0721619    {-1.20858,3.71165}, 
133  -0.137813 0.0149245        1.29627    -0.950906,  -0.309478      0.04832670.00811747  0.0249295,  0.0513242       0.111037    {-2.49988,-0.8136}, 
134  -0.091859 0.0298805        1.23813    -0.309504,   0.950898      0.0280621 0.0459542  0.0149561,  0.0581397      0.0518368    {-1.39584,4.28849}, 
135 -0.08317370.00319633        1.17465    -0.951034,  -0.309088       0.5319590.00868534  0.0266842,  0.0634838      0.0721109    {-2.29016,-0.744306}, 
136   0.422737  0.167618       0.345528     0.308973,  -0.951071      0.0079263  0.505911   0.164422,   0.829122     -0.0197989    {0.720448,-2.21766}, 
137   0.420288  0.175157       0.336287    -0.950606,    -0.3104      0.01745210.00244901 0.00753847, 0.00924101      -0.311887    {-0.909729,-0.297052}, 
138   0.436878  0.180574       0.327692     0.310313,  -0.950634     0.00724522   0.01659 0.00541711, 0.00859482      -0.024506    {0.671694,-2.05771}, 
139    0.43463  0.187461       0.319852    -0.950307,  -0.311316      0.01550250.00224829 0.00688756, 0.00784045      -0.319949    {-0.880115,-0.288321}, 
140   0.449362  0.192287       0.312493     0.311176,  -0.950352     0.00669709 0.0147321 0.00482616, 0.00735892     -0.0288224    {0.631191,-1.9277}, 
141   0.447278  0.198652       0.305699     -0.94988,  -0.312615      0.01401310.00208397 0.00636459, 0.00679319       -0.32695    {-0.854016,-0.281065}, 
142   0.460589  0.203033       0.299262     0.312524,   -0.94991     0.00624968 0.0133108 0.00438071, 0.00643722     -0.0325391    {0.599381,-1.8218}, 
143   0.458635  0.208969       0.293265    -0.949131,  -0.314882      0.01285950.00195317 0.00593663, 0.00599687      -0.333182    {-0.830115,-0.275397}, 
144   0.470841  0.213019       0.287531     0.314672,    -0.9492     0.00588307 0.0122053 0.00404922, 0.00573477      -0.035626    {0.574999,-1.73447}, 
145   0.468989  0.218603       0.282154    -0.948697,  -0.316186      0.01186920.00185124 0.00558421, 0.00537654      -0.338761    {-0.809089,-0.269656}, 
146    0.48025  0.222356       0.277003     0.316021,  -0.948752     0.00555932 0.0112603 0.00375286,   0.005151     -0.0387066    {0.551872,-1.65682}, 
147   0.478493   0.22763       0.272145    -0.947982,  -0.318324      0.01107150.00175686 0.00527442, 0.00485763      -0.343859    {-0.789357,-0.265059}, 
148   0.488988  0.231154       0.267461     0.318179,  -0.948031     0.00528635 0.0104956 0.00352433, 0.00468392     -0.0412467    {0.53399,-1.59105}, 
149   0.487306  0.236166       0.263024    -0.947546,   -0.31962      0.0103547  0.001682 0.00501162, 0.00443736      -0.348506    {-0.771693,-0.260303}, 
150   0.497118  0.239476       0.258744     0.319294,  -0.947656     0.005038350.00981154 0.00330957, 0.00428049     -0.0439579    {0.515548,-1.53013}, 
151   0.495509   0.24425       0.254675    -0.947159,  -0.320764     0.009733670.00160872 0.00477462, 0.00406905      -0.352782    {-0.755442,-0.255837}, 
152   0.504729  0.247372       0.250738     0.320392,  -0.947285     0.004817510.00921933 0.00312221, 0.00393654     -0.0464897    {0.499114,-1.4757}, 
153   0.503185  0.251936       0.246984      -0.9467,  -0.322118     0.009200550.00154349 0.00456356, 0.00375438      -0.356759    {-0.740177,-0.251848}, 
154   0.511895    0.2549        0.24334      0.32181,  -0.946804     0.004623830.00871016 0.00296366, 0.00364357     -0.0487368    {0.485167,-1.42742}, 
155   0.510407  0.259278       0.239854    -0.946525,   -0.32263     0.00870455  0.001488 0.00437786, 0.00348571      -0.360425    {-0.726424,-0.247607}, 
156   0.518646  0.262086       0.236474     0.322327,  -0.946628     0.004440530.00823907 0.00280835, 0.00338074     -0.0511821    {0.470444,-1.38163}, 
157   0.517215  0.266289       0.233231    -0.945939,  -0.324346     0.00829864 0.0014313 0.00420353, 0.00324293      -0.363918    {-0.712762,-0.244394}, 
158   0.525065  0.268981       0.230069     0.324076,  -0.946031     0.00428152   0.00785 0.00269163, 0.00316201     -0.0530224    {0.459875,-1.34245}, 
159   0.523677  0.273031       0.227029    -0.945382,  -0.325966     0.007929840.00138754 0.00405045, 0.00303992      -0.367208    {-0.699895,-0.241322}, 
160   0.531174  0.275616       0.224061     0.325593,   -0.94551     0.004134660.00749673 0.00258486, 0.00296742      -0.054836    {0.449709,-1.30594}, 
161   0.529828  0.279526       0.221204    -0.944843,  -0.327525     0.007596810.00134622 0.00390936, 0.00285751      -0.370319    {-0.687726,-0.238397}, 
162   0.537006  0.282014        0.21841     0.327139,  -0.944976     0.003999950.00717779 0.00248815, 0.00279348     -0.0565316    {0.440444,-1.27227}, 
