
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
742    1.22439   1.22664      0.0508565 -3.04878e-06,          1      0.00224390.002243953.99059e-08,0.000508565         0.4488    {-1.36826e-06,0.448791}, 
743    1.22439   1.22439       0.050353            1,1.91356e-05     0.002221726.84117e-09  0.0022439, 0.00050353       0.448249    {0.448781,8.5877e-06}, 
744    1.22217   1.22439      0.0498545   3.9986e-06,          1     0.002221690.00222172 4.2514e-08,0.000498545         0.4485    {1.77676e-06,0.444344}, 
745    1.22217   1.22217      0.0493609            1,1.79266e-05     0.002199758.88365e-09 0.00222169,0.000493609       0.447951    {0.444338,7.96547e-06}, 
746    1.21997   1.22217      0.0488721 -6.50714e-06,          1     0.002199670.00219975 3.9434e-08,0.000488721       0.448195    {-2.86281e-06,0.439949}, 
747    1.21997   1.21997      0.0483883            1,2.99959e-05     0.002177981.43135e-08 0.00219967,0.000483883        0.44766    {0.439933,1.31962e-05}, 
748     1.2178   1.21997      0.0479092 -1.33612e-05,          1      0.00217790.002177986.53304e-08,0.000479091       0.447894    {-5.8201e-06,0.435596}, 
749     1.2178    1.2178      0.0474348            1,2.36244e-05      0.00215642.90994e-08  0.0021779,0.000474348       0.447364    {0.43558,1.02903e-05}, 
750    1.21564    1.2178      0.0469652 -2.84769e-06,          1     0.00215635 0.00215645.09435e-08,0.000469651       0.447603    {-1.22815e-06,0.431279}, 
751    1.21564   1.21564      0.0465002            1,2.02883e-05     0.002135056.1406e-09 0.00215635,0.000465002       0.447071    {0.431269,8.74973e-06}, 
752     1.2135   1.21564      0.0460398 -4.54934e-06,          1     0.002134970.002135054.33166e-08,0.000460398       0.447308    {-1.94261e-06,0.42701}, 
753     1.2135    1.2135      0.0455839            1,3.30779e-05     0.002113939.71271e-09 0.00213497,0.000455839       0.446788    {0.426994,1.41241e-05}, 
754    1.21139    1.2135      0.0451326 -1.44035e-05,          1     0.002113830.002113936.99244e-08,0.000451326       0.447012    {-6.0896e-06,0.422786}, 
755    1.21139   1.21139      0.0446857            1,3.26478e-05       0.0020933.04466e-08 0.00211383,0.000446857       0.446501    {0.422766,1.38024e-05}, 
756     1.2093   1.21139      0.0442433 -1.51624e-05,          1     0.00209292  0.0020936.83319e-08,0.000442433       0.446723    {-6.34698e-06,0.4186}, 
757     1.2093    1.2093      0.0438053            1,2.33391e-05     0.002072253.17337e-08 0.00209292,0.000438053       0.446212    {0.418584,9.76937e-06}, 
758    1.20722    1.2093      0.0433715 -1.92794e-06,          1      0.00207220.002072254.83644e-08,0.000433715       0.446442    {-7.99035e-07,0.41445}, 
759    1.20722   1.20722      0.0429421            1,2.21352e-05     0.002051713.99508e-09  0.0020722,0.000429421       0.445929    {0.41444,9.17371e-06}, 
760    1.20517   1.20722       0.042517  9.51398e-06,          1     0.002051710.00205171 4.5415e-08,0.000425169       0.446162    {3.90399e-06,0.410342}, 
761    1.20517   1.20517       0.042096            1,9.73485e-06     0.002031381.95199e-08 0.00205171, 0.00042096       0.445643    {0.410342,3.99462e-06}, 
762    1.20314   1.20517      0.0416792  1.82908e-05,          1     0.002031430.002031381.97752e-08,0.000416792       0.445884    {7.43112e-06,0.406276}, 
763    1.20314   1.20314      0.0412665            1,-5.92051e-06     0.002011263.71565e-08 0.00203143,0.000412666       0.445358    {0.406286,-2.40542e-06}, 
764    1.20113   1.20314       0.040858  2.32264e-05,          1     0.002011310.002011261.19077e-08, 0.00040858       0.445606    {9.34286e-06,0.402251}, 
765    1.20113   1.20113      0.0404534            1,-1.38478e-06     0.001991364.67155e-08 0.00201131,0.000404534       0.445084    {0.402261,-5.57045e-07}, 
766    1.19914   1.20113      0.0400529  1.33893e-05,          1     0.001991360.001991362.75761e-09,0.000400529       0.445323    {5.33261e-06,0.398273}, 
767    1.19914   1.19914      0.0396563            1,1.33756e-05     0.001971662.66631e-08 0.00199136,0.000396563       0.444817    {0.398273,5.32712e-06}, 
768    1.19717   1.19914      0.0392637  6.76031e-06,          1     0.001971660.001971662.63721e-08,0.000392637       0.445044    {2.66581e-06,0.394332}, 
769    1.19717   1.19717      0.0388749            1,6.89391e-06     0.001952131.3329e-08 0.00197166, 0.00038875       0.444543    {0.394332,2.71849e-06}, 
770    1.19522   1.19717        0.03849  8.77747e-06,          1     0.001952130.001952131.34578e-08,  0.0003849       0.444771    {3.42696e-06,0.390427}, 
771    1.19522   1.19522       0.038109            1,8.84644e-06     0.001932821.71348e-08 0.00195213, 0.00038109       0.444274    {0.390427,3.45389e-06}, 
772    1.19328   1.19522      0.0377316  2.43823e-06,          1     0.001932770.001932821.70986e-08,0.000377316       0.444497    {9.42533e-07,0.386564}, 
773    1.19328   1.19328      0.0373581            1,2.80764e-05     0.001913714.71254e-09 0.00193277,0.000373581       0.444015    {0.386554,1.0853e-05}, 
774    1.19137   1.19328      0.0369882 -1.36014e-05,          1     0.001913610.001913715.37301e-08,0.000369882        0.44422    {-5.20583e-06,0.382742}, 
775    1.19137   1.19137       0.036622            1,3.82889e-05     0.001894762.60278e-08 0.00191361,0.000366219       0.443755    {0.382723,1.4654e-05}, 
776    1.18947   1.19137      0.0362594 -1.40487e-05,          1     0.001894680.001894767.25485e-08,0.000362593       0.443953    {-5.32379e-06,0.378953}, 
777    1.18947   1.18947      0.0359004            1,2.85029e-05       0.0018762.66178e-08 0.00189468,0.000359004       0.443487    {0.378937,1.08008e-05}, 
778     1.1876   1.18947      0.0355449 -9.49374e-06,          1     0.00187592  0.0018765.34713e-08,0.000355449        0.44369    {-3.56205e-06,0.375199}, 
779     1.1876    1.1876       0.035193            1,3.33831e-05     0.001857441.78095e-08 0.00187592, 0.00035193       0.443228    {0.375183,1.25248e-05}, 
780    1.18574    1.1876      0.0348445 -1.77422e-05,          1     0.001857310.00185744 6.2007e-08,0.000348445       0.443423    {-6.59101e-06,0.371488}, 
781    1.18574   1.18574      0.0344995            1,5.21973e-05     0.001839063.29528e-08 0.00185731,0.000344995       0.442978    {0.371462,1.93893e-05}, 
782     1.1839   1.18574       0.034158 -2.34136e-05,          1     0.001838930.001839069.59938e-08,0.000341579       0.443159    {-8.61181e-06,0.367812}, 
783     1.1839    1.1839      0.0338198            1,4.74069e-05     0.001820874.3056e-08 0.00183893,0.000338198       0.442719    {0.367786,1.74356e-05}, 
784    1.18208    1.1839      0.0334849 -3.35294e-05,          1     0.001820710.001820878.63216e-08,0.000334849       0.442896    {-1.22105e-05,0.364174}, 
785    1.18208   1.18208      0.0331534            1,5.47099e-05     0.001802826.10472e-08 0.00182071,0.000331534       0.442467    {0.364141,1.99222e-05}, 
786    1.18028   1.18208      0.0328251 -2.59642e-05,          1      0.00180270.001802829.86324e-08,0.000328251       0.442642    {-9.36178e-06,0.360565}, 
787    1.18028   1.18028      0.0325001            1,4.62939e-05     0.001784974.68055e-08  0.0018027,0.000325001        0.44221    {0.360539,1.66908e-05}, 
788    1.17849   1.18028      0.0321783 -2.47817e-05,          1     0.001784860.001784978.26334e-08,0.000321783       0.442388    {-8.84693e-06,0.356995}, 
789    1.17849   1.17849      0.0318598            1,3.75425e-05     0.001767274.42319e-08 0.00178486,0.000318597       0.441956    {0.356973,1.34016e-05}, 
790    1.17673   1.17849      0.0315443 -7.23936e-06,          1     0.001767190.001767276.63477e-08,0.000315443       0.442143    {-2.55878e-06,0.353454}, 
791    1.17673   1.17673       0.031232            1,3.83475e-05     0.001749811.27933e-08 0.00176719, 0.00031232       0.441707    {0.353438,1.35535e-05}, 
792    1.17498   1.17673      0.0309228 -2.68023e-05,          1     0.001749680.001749816.71007e-08,0.000309227       0.441884    {-9.37975e-06,0.349961}, 
793    1.17498   1.17498      0.0306166            1,4.74681e-05     0.001732474.68953e-08 0.00174968,0.000306166       0.441465    {0.349935,1.66108e-05}, 
794    1.17324   1.17498      0.0303135 -2.12088e-05,          1     0.001732340.001732478.22371e-08,0.000303134       0.441637    {-7.34871e-06,0.346494}, 
795    1.17324   1.17324      0.0300133            1,5.38909e-05     0.001715353.67408e-08 0.00173234,0.000300133       0.441223    {0.346468,1.86715e-05}, 
796    1.17153   1.17324      0.0297162 -3.76426e-05,          1     0.001715190.001715359.24415e-08,0.000297161       0.441384    {-1.2914e-05,0.343069}, 
797    1.17153   1.17153      0.0294219            1,  5.606e-05     0.001698356.4564e-08 0.00171519,0.000294219       0.440981    {0.343037,1.92307e-05}, 
798    1.16983   1.17153      0.0291306 -3.02469e-05,          1     0.001698220.001698359.52095e-08,0.000291306       0.441142    {-1.0274e-05,0.33967}, 
799    1.16983   1.16983      0.0288422            1,4.64364e-05     0.001681515.13658e-08 0.00169822,0.000288422       0.440736    {0.339644,1.57719e-05}, 
800    1.16815   1.16983      0.0285567 -1.75714e-05,          1      0.00168140.001681517.80834e-08,0.000285566       0.440905    {-5.9093e-06,0.336303}, 
801    1.16815   1.16815      0.0282739            1, 4.8561e-05     0.001664862.95446e-08  0.0016814,0.000282739       0.440498    {0.336281,1.63301e-05}, 
802    1.16648   1.16815       0.027994 -1.21482e-05,          1     0.001664780.001664868.08471e-08,0.000279939       0.440667    {-4.045e-06,0.332971}, 
803    1.16648   1.16648      0.0277168            1,3.63287e-05     0.001648382.0224e-08 0.00166478,0.000277168       0.440255    {0.332955,1.20958e-05}, 
804    1.16484   1.16648      0.0274424 -1.49466e-05,          1     0.001648280.001648385.98833e-08,0.000274424       0.440427    {-4.92753e-06,0.329675}, 
805    1.16484   1.16484      0.0271707            1,4.53335e-05     0.001632092.46362e-08 0.00164828,0.000271707       0.440024    {0.329656,1.49444e-05}, 
806     1.1632   1.16484      0.0269017 -3.47939e-05,          1     0.001631930.001632097.39883e-08,0.000269016       0.440181    {-1.13574e-05,0.326418}, 
807     1.1632    1.1632      0.0266353            1, 6.3578e-05     0.001615935.67812e-08 0.00163193,0.000266353       0.439799    {0.326386,2.0751e-05}, 
808    1.16159    1.1632      0.0263716 -3.49324e-05,          1     0.001615770.001615931.02738e-07,0.000263716       0.439946    {-1.12897e-05,0.323186}, 
809    1.16159   1.16159      0.0261105            1,6.45977e-05     0.001599955.64427e-08 0.00161577,0.000261105       0.439569    {0.323154,2.0875e-05}, 
810    1.15999   1.16159       0.025852 -4.66855e-05,          1     0.001599740.001599951.03353e-07,0.000258519       0.439708    {-1.49389e-05,0.31999}, 
811    1.15999   1.15999       0.025596            1, 8.4714e-05     0.001584137.46845e-08 0.00159974, 0.00025596       0.439348    {0.319948,2.71041e-05}, 
812     1.1584   1.15999      0.0253426 -5.97461e-05,          1     0.001583890.001584131.34198e-07,0.000253425       0.439471    {-1.89291e-05,0.316826}, 
813     1.1584    1.1584      0.0250917            1,9.24262e-05     0.001568449.46311e-08 0.00158389,0.000250916       0.439124    {0.316778,2.92786e-05}, 
814    1.15684    1.1584      0.0248432 -5.51956e-05,          1     0.001568230.001568441.44965e-07,0.000248432       0.439244    {-1.73142e-05,0.313687}, 
815    1.15684   1.15684      0.0245973            1,7.91016e-05     0.001552928.65592e-08 0.00156823,0.000245972       0.438893    {0.313645,2.48099e-05}, 
816    1.15528   1.15684      0.0243537 -6.55486e-05,          1     0.001552660.001552921.22839e-07,0.000243537       0.439012    {-2.03584e-05,0.310585}, 
817    1.15528   1.15528      0.0241126            1,0.000101761     0.001537571.01775e-07 0.00155266,0.000241126       0.438679    {0.310533,3.16001e-05}, 
818    1.15374   1.15528      0.0238739 -8.04326e-05,          1     0.001537280.001537571.56464e-07,0.000238738        0.43878    {-2.47342e-05,0.307514}, 
819    1.15374   1.15375      0.0236375            1,0.000108615     0.001522351.23647e-07 0.00153728,0.000236374        0.43846    {0.307456,3.33943e-05}, 
820    1.15222   1.15374      0.0234035 -8.02303e-05,          1     0.001522060.001522351.65349e-07,0.000234034       0.438557    {-2.44277e-05,0.304469}, 
821    1.15222   1.15222      0.0231717            1,0.000110764     0.001507281.22115e-07 0.00152206,0.000231717       0.438241    {0.304412,3.37178e-05}, 
822    1.15072   1.15222      0.0229423 -8.60572e-05,          1     0.001506990.001507281.66952e-07,0.000229423       0.438333    {-2.59425e-05,0.301457}, 
823    1.15072   1.15072      0.0227152            1,0.000106856     0.001492371.29688e-07 0.00150699,0.000227151       0.438021    {0.301399,3.22063e-05}, 
824    1.14922   1.15072      0.0224903 -9.12044e-05,          1     0.001492060.001492371.59468e-07,0.000224902        0.43811    {-2.72221e-05,0.298473}, 
825    1.14922   1.14922      0.0222676            1,0.000116233     0.001477591.36082e-07 0.00149206,0.000222675       0.437809    {0.298412,3.46853e-05}, 
826    1.14775   1.14922      0.0220471 -9.19235e-05,          1      0.00147730.001477591.71745e-07,0.000220471       0.437892    {-2.71651e-05,0.295519}, 
827    1.14775   1.14775      0.0218288            1,0.000104897     0.001462961.35799e-07  0.0014773,0.000218288       0.437589    {0.295461,3.0993e-05}, 
828    1.14628   1.14775      0.0216127 -9.37328e-05,          1     0.001462660.001462961.53461e-07,0.000216127       0.437675    {-2.74256e-05,0.292593}, 
829    1.14628   1.14628      0.0213987            1,0.000117835      0.00144851.37099e-07 0.00146266,0.000213987       0.437382    {0.292532,3.44703e-05}, 
830    1.14483   1.14628      0.0211868  -0.00010624,          1     0.00144816 0.00144851.70683e-07,0.000211868       0.437455    {-3.07776e-05,0.2897}, 
831    1.14483   1.14483      0.0209771            1,0.000128634     0.001434161.53852e-07 0.00144816, 0.00020977       0.437176    {0.289632,3.72565e-05}, 
832     1.1434   1.14483      0.0207694 -0.000109022,          1     0.001433820.001434161.84482e-07,0.000207693       0.437241    {-3.12709e-05,0.286832}, 
833     1.1434    1.1434      0.0205637            1,0.000128292     0.001419931.56317e-07 0.00143382,0.000205637       0.436967    {0.286764,3.67896e-05}, 
834    1.14198    1.1434      0.0203601 -8.92966e-05,          1     0.001419640.001419931.82166e-07,0.000203601       0.437039    {-2.5359e-05,0.283987}, 
835    1.14198   1.14198      0.0201586            1,0.000115587     0.001405851.26769e-07 0.00141964,0.000201585       0.436754    {0.283929,3.28185e-05}, 
836    1.14057   1.14198       0.019959 -7.44873e-05,          1     0.001405590.001405851.62499e-07,0.000199589       0.436837    {-2.09436e-05,0.281171}, 
837    1.14058   1.14058      0.0197614            1,0.000110598     0.001391931.04699e-07 0.00140559,0.000197613       0.436546    {0.281119,3.10912e-05}, 
838    1.13918   1.14058      0.0195657 -7.44105e-05,          1     0.001391680.001391931.53945e-07,0.000195657       0.436629    {-2.07149e-05,0.278387}, 
839    1.13918   1.13918       0.019372            1,0.000112467     0.001378141.03555e-07 0.00139168, 0.00019372       0.436342    {0.278335,3.13035e-05}, 
840    1.13781   1.13918      0.0191802 -6.81481e-05,          1     0.001377930.001378141.54995e-07,0.000191801       0.436427    {-1.87836e-05,0.275629}, 
841    1.13781   1.13781      0.0189903            1,8.47626e-05     0.001364489.39035e-08 0.00137793,0.000189902       0.436128    {0.275587,2.33595e-05}, 
842    1.13644   1.13781      0.0188023  -5.6171e-05,          1      0.00136430.001364481.15657e-07,0.000188022       0.436228    {-1.53289e-05,0.272897}, 
843    1.13644   1.13644      0.0186161            1,7.56196e-05     0.001350987.66343e-08  0.0013643,0.000186161       0.435924    {0.272861,2.06336e-05}, 
844    1.13509   1.13644      0.0184318 -6.26082e-05,          1     0.001350770.001350981.02161e-07,0.000184317       0.436023    {-1.69165e-05,0.270197}, 
845    1.13509   1.13509      0.0182493            1,9.29995e-05     0.001337618.45695e-08 0.00135077,0.000182493       0.435732    {0.270155,2.51243e-05}, 
846    1.13375   1.13509      0.0180686 -6.60537e-05,          1      0.00133740.001337611.24397e-07,0.000180686       0.435821    {-1.76708e-05,0.267522}, 
847    1.13375   1.13375      0.0178897            1,9.12707e-05     0.001324378.83403e-08  0.0013374,0.000178897       0.435534    {0.26748,2.44131e-05}, 
848    1.13243   1.13375      0.0177126 -6.69738e-05,          1     0.001324160.001324371.20876e-07,0.000177125       0.435622    {-1.77396e-05,0.264874}, 
849    1.13243   1.13243      0.0175372            1,9.18981e-05     0.001311258.86839e-08 0.00132416,0.000175372       0.435339    {0.264832,2.43375e-05}, 
850    1.13112   1.13243      0.0173636 -6.65169e-05,          1     0.001311050.001311251.20502e-07,0.000173635       0.435425    {-1.74441e-05,0.262251}, 
851    1.13112   1.13112      0.0171917            1,9.39411e-05     0.001298288.72067e-08 0.00131105,0.000171916       0.435146    {0.262209,2.46322e-05}, 
852    1.12982   1.13112      0.0170214 -7.01753e-05,          1     0.001298070.001298281.21962e-07,0.000170214       0.435228    {-1.82214e-05,0.259656}, 
853    1.12982   1.12982      0.0168529            1,9.18976e-05     0.001285419.10922e-08 0.00129807,0.000168529       0.434953    {0.259614,2.38579e-05}, 
854    1.12853   1.12982       0.016686 -6.24609e-05,          1      0.00128520.001285411.18126e-07, 0.00016686       0.435038    {-1.60576e-05,0.257083}, 
855    1.12853   1.12853      0.0165208            1,0.000101205     0.001272728.0275e-08  0.0012852,0.000165208       0.434766    {0.257041,2.60139e-05}, 
856    1.12726   1.12853      0.0163573 -8.80001e-05,          1     0.001272440.001272721.28806e-07,0.000163572       0.434835    {-2.23999e-05,0.254544}, 
857    1.12726   1.12726      0.0161953            1,0.000128189     0.001260131.11975e-07 0.00127244,0.000161953       0.434589    {0.254489,3.26226e-05}, 
858      1.126   1.12726       0.016035 -9.70504e-05,          1     0.001259850.001260131.61534e-07,0.000160349        0.43464    {-2.44592e-05,0.252026}, 
859      1.126     1.126      0.0158762            1,0.000121547     0.001247641.22269e-07 0.00125985,0.000158762       0.434399    {0.251971,3.06263e-05}, 
860    1.12475     1.126       0.015719 -8.96261e-05,          1     0.001247370.001247641.51647e-07, 0.00015719       0.434455    {-2.23643e-05,0.249529}, 
861    1.12475   1.12475      0.0155634            1,0.000131083     0.001235331.11797e-07 0.00124737,0.000155634       0.434217    {0.249474,3.27019e-05}, 
862    1.12352   1.12475      0.0154093  -0.00011957,          1     0.001235010.001235331.61931e-07,0.000154092       0.434255    {-2.95416e-05,0.247065}, 
863    1.12352   1.12352      0.0152567            1,0.000135774     0.001223071.4767e-07 0.00123501,0.000152567       0.434035    {0.247003,3.35366e-05}, 
864     1.1223   1.12352      0.0151057 -0.000102454,          1      0.00122280.001223071.66062e-07,0.000151056       0.434077    {-2.50619e-05,0.244615}, 
865     1.1223    1.1223      0.0149561            1,0.000122801     0.001210951.25281e-07  0.0012228,0.000149561       0.433847    {0.24456,3.00322e-05}, 
866    1.12108    1.1223       0.014808 -9.16537e-05,          1     0.001210720.001210951.48706e-07, 0.00014808       0.433897    {-2.21977e-05,0.242191}, 
867    1.12108   1.12108      0.0146614            1,0.000102716     0.001198951.10967e-07 0.00121072,0.000146614       0.433657    {0.242144,2.4872e-05}, 
868    1.11989   1.12108      0.0145162 -8.05346e-05,          1     0.001198720.001198951.23151e-07,0.000145162        0.43372    {-1.93114e-05,0.23979}, 
869    1.11989   1.11989      0.0143725            1,0.000115577     0.001187089.6538e-08 0.00119872,0.000143725       0.433483    {0.239743,2.77088e-05}, 
870     1.1187   1.11989      0.0142302 -7.85108e-05,          1     0.001186870.001187081.37199e-07,0.000142302        0.43354    {-1.86397e-05,0.237415}, 
871     1.1187    1.1187      0.0140893            1,9.88685e-05     0.001175319.31818e-08 0.00118687,0.000140893       0.433298    {0.237373,2.34688e-05}, 
872    1.11752    1.1187      0.0139498 -6.50414e-05,          1     0.001175140.001175311.16201e-07,0.000139498       0.433366    {-1.52887e-05,0.235062}, 
873    1.11752   1.11752      0.0138117            1,7.99403e-05     0.001163677.64326e-08 0.00117514,0.000138117       0.433113    {0.235028,1.87882e-05}, 
874    1.11636   1.11752       0.013675 -6.24936e-05,          1      0.00116350.00116367 9.3024e-08,0.000136749        0.43319    {-1.45444e-05,0.232734}, 
875    1.11636   1.11636      0.0135396            1,8.37458e-05     0.001152137.27112e-08  0.0011635,0.000135396        0.43294    {0.2327,1.94876e-05}, 
876    1.11521   1.11636      0.0134055 -5.08098e-05,          1     0.001151990.001152139.64863e-08,0.000134055       0.433019    {-1.17079e-05,0.230427}, 
877    1.11521   1.11521      0.0132728            1,7.54868e-05      0.00114075.85323e-08 0.00115199,0.000132728       0.432763    {0.230398,1.7392e-05}, 
878    1.11407   1.11521      0.0131414 -3.03811e-05,          1      0.0011406 0.0011407 8.6108e-08,0.000131414       0.432853    {-6.93116e-06,0.228141}, 
879    1.11407   1.11407      0.0130113            1, 6.2063e-05      0.00112943.46526e-08  0.0011406,0.000130113       0.432585    {0.22812,1.41578e-05}, 
880    1.11294   1.11407      0.0128824 -2.41079e-05,          1      0.0011293 0.0011294 7.0094e-08,0.000128824       0.432682    {-5.4455e-06,0.22588}, 
881    1.11294   1.11294      0.0127549            1,6.91229e-05     0.001118252.7225e-08  0.0011293,0.000127549       0.432418    {0.225859,1.56121e-05}, 
882    1.11182   1.11294      0.0126286 -4.74645e-05,          1     0.001118120.001118257.72964e-08,0.000126286       0.432501    {-1.06154e-05,0.223649}, 
883    1.11182   1.11182      0.0125036            1,6.88433e-05     0.001107155.30708e-08 0.00111812,0.000125036       0.432249    {0.223623,1.5395e-05}, 
884    1.11071   1.11182      0.0123798 -2.91868e-05,          1     0.001107060.001107157.62201e-08,0.000123798       0.432338    {-6.46285e-06,0.221431}, 
885    1.11071   1.11071      0.0122572            1,5.21861e-05     0.001096173.23116e-08 0.00110706,0.000122572       0.432074    {0.221413,1.15547e-05}, 
886    1.10962   1.11071      0.0121358 -5.75101e-06,          1     0.001096140.001096175.72047e-08,0.000121358        0.43218    {-1.26081e-06,0.219233}, 
887    1.10962   1.10962      0.0120157            1,1.72918e-05     0.001085286.30392e-09 0.00109614,0.000120157       0.431893    {0.219228,3.79084e-06}, 
888    1.10853   1.10962      0.0118967  2.19982e-05,          1     0.001085280.001085281.87665e-08,0.000118967       0.432024    {4.77486e-06,0.217057}, 
889    1.10853   1.10853      0.0117789            1,2.21713e-05     0.001074552.38743e-08 0.00108528,0.000117789       0.431731    {0.217057,4.81243e-06}, 
890    1.10746   1.10853      0.0116623  1.50374e-05,          1     0.001074550.001074552.38241e-08,0.000116623       0.431856    {3.23167e-06,0.214909}, 
891    1.10746   1.10746      0.0115468            1,1.52588e-05      0.00106391.61584e-08 0.00107455,0.000115468       0.431565    {0.214909,3.27926e-06}, 
892    1.10639   1.10746      0.0114325  2.42503e-05,          1     0.00106392 0.00106391.62338e-08,0.000114325       0.431695    {5.15996e-06,0.212779}, 
893    1.10639   1.10639      0.0113193            1,1.19575e-06     0.001053352.58004e-08 0.00106392,0.000113193       0.431397    {0.212784,2.54436e-07}, 
894    1.10534   1.10639      0.0112072  3.44309e-05,          1     0.001053380.001053351.25954e-09,0.000112072       0.431537    {7.25357e-06,0.210671}, 
895    1.10534   1.10534      0.0110963            1,1.10037e-05     0.001042943.62687e-08 0.00105338,0.000110963       0.431241    {0.210675,2.31822e-06}, 
896     1.1043   1.10534      0.0109864  2.03698e-05,          1     0.001042940.001042941.14762e-08,0.000109864       0.431369    {4.24889e-06,0.208588}, 
897     1.1043    1.1043      0.0108776            1,2.04801e-05      0.00103262.12444e-08 0.00104294,0.000108776       0.431086    {0.208588,4.27189e-06}, 
898    1.10326    1.1043      0.0107699   2.8883e-05,          1     0.00103264 0.00103262.11478e-08,0.000107699       0.431213    {5.96493e-06,0.206521}, 
899    1.10326   1.10326      0.0106633            1,-9.59967e-06     0.001022372.98258e-08 0.00103264,0.000106633       0.430916    {0.206529,-1.98261e-06}, 
900    1.10224   1.10326      0.0105577  3.56394e-05,          1      0.00102240.001022379.81444e-09,0.000105577       0.431057    {7.28735e-06,0.204475}, 
901    1.10224   1.10224      0.0104532            1,1.13936e-05     0.001012273.64376e-08  0.0010224,0.000104532       0.430769    {0.204479,2.32975e-06}, 
902    1.10123   1.10224      0.0103497  1.40141e-05,          1     0.001012270.001012271.15334e-08,0.000103497       0.430891    {2.83721e-06,0.202454}, 
903    1.10123   1.10123      0.0102472            1,1.41281e-05     0.001002241.41861e-08 0.00101227,0.000102472       0.430615    {0.202454,2.86029e-06}, 
904    1.10023   1.10123      0.0101458  2.80053e-05,          1     0.001002280.001002241.41597e-08,0.000101458       0.430741    {5.61358e-06,0.200447}, 
905    1.10023   1.10023      0.0100453            1,-1.17129e-05    0.0009923042.8069e-08 0.00100228,0.000100453       0.430451    {0.200455,-2.34792e-06}, 
906    1.09923   1.10023     0.00994586  3.71073e-05,          1    0.0009923430.0009923041.16228e-08,9.94586e-05        0.43059    {7.36434e-06,0.198461}, 
907    1.09923   1.09923     0.00984738            1,-3.2687e-06    0.0009824763.68232e-080.000992343,9.84739e-05       0.430303    {0.198469,-6.48735e-07}, 
908    1.09825   1.09923     0.00974989  3.95172e-05,          1    0.0009825160.0009824763.21142e-09,9.74989e-05       0.430438    {7.76495e-06,0.196495}, 
909    1.09825   1.09825     0.00965335            1,-1.17642e-06    0.0009727543.88263e-080.000982516,9.65336e-05       0.430153    {0.196503,-2.3117e-07}, 
910    1.09728   1.09825     0.00955777  3.44441e-05,          1    0.0009727940.0009727541.14437e-09,9.55777e-05       0.430284    {6.70112e-06,0.194551}, 
911    1.09728   1.09728     0.00946314            1,-6.63513e-06    0.0009631363.3507e-080.000972794,9.46315e-05       0.430001    {0.194559,-1.29092e-06}, 
912    1.09632   1.09728     0.00936945  2.06629e-05,          1    0.0009631360.0009631366.39053e-09,9.36945e-05       0.430128    {3.98023e-06,0.192627}, 
913    1.09632   1.09632     0.00927668            1,2.05965e-05    0.0009536071.99011e-080.000963136,9.27669e-05       0.429865    {0.192627,3.96745e-06}, 
914    1.09536   1.09632     0.00918483   1.2662e-05,          1    0.0009536070.000953607 1.9641e-08,9.18483e-05       0.429975    {2.41491e-06,0.190721}, 
915    1.09536   1.09536     0.00909389            1,1.28676e-05    0.0009441581.20745e-080.000953607, 9.0939e-05       0.429715    {0.190721,2.45413e-06}, 
916    1.09442   1.09536     0.00900386  2.03859e-05,          1    0.0009441580.0009441581.21491e-08,9.00385e-05       0.429831    {3.84951e-06,0.188832}, 
917    1.09442   1.09442     0.00891471            1,2.05148e-05    0.0009348141.92475e-080.000944158,8.91471e-05       0.429573    {0.188832,3.87385e-06}, 
918    1.09348   1.09442     0.00882644  1.61038e-05,          1    0.0009348140.0009348141.91775e-08,8.82644e-05       0.429682    {3.01082e-06,0.186963}, 
919    1.09348   1.09348     0.00873905            1,1.63088e-05    0.0009255591.50541e-080.000934814,8.73906e-05       0.429427    {0.186963,3.04914e-06}, 
920    1.09256   1.09348     0.00865253   1.5374e-05,          1    0.0009255590.0009255591.50948e-08,8.65253e-05       0.429537    {2.84592e-06,0.185112}, 
921    1.09256   1.09256     0.00856686            1,1.55371e-05    0.0009163841.42296e-080.000925559,8.56686e-05       0.429284    {0.185112,2.8761e-06}, 
922    1.09164   1.09256     0.00848204  2.75314e-05,          1    0.0009163840.0009163841.42379e-08,8.48204e-05       0.429398    {5.04587e-06,0.183277}, 
923    1.09164   1.09164     0.00839806            1,2.76873e-05    0.0009073382.52294e-080.000916384,8.39806e-05       0.429147    {0.183277,5.07443e-06}, 
924    1.09073   1.09164     0.00831491 -3.11139e-06,          1    0.0009073140.0009073382.51217e-08, 8.3149e-05       0.429243    {-5.64616e-07,0.181468}, 
925    1.09073   1.09073     0.00823258            1,2.43774e-05    0.000898333 2.823e-090.000907314,8.23258e-05       0.429006    {0.181463,4.4236e-06}, 
926    1.08984   1.09073     0.00815107  2.18747e-05,          1    0.0008983330.000898333 2.1899e-08,8.15107e-05       0.429112    {3.93016e-06,0.179667}, 
927    1.08984   1.08984     0.00807037            1,2.21184e-05    0.0008894561.96508e-080.000898333,8.07037e-05       0.428866    {0.179666,3.97393e-06}, 
928    1.08895   1.08984     0.00799046  1.54308e-06,          1    0.0008894320.0008894561.96733e-08,7.99046e-05       0.428963    {2.74501e-07,0.177891}, 
