
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
697     1.2821   1.28212      0.0795822     0.999971,  0.0076734     0.002811821.77293e-05 0.00279962,0.000795847       0.459232    {0.55991,0.00429653}, 
698    1.27929    1.2821      0.0787942  -0.00666238,   0.999978     0.002772510.002811742.15762e-05,0.000788006       0.453031    {-0.00374653,0.562329}, 
699    1.27931   1.27933       0.078014     0.999972, 0.00747444     0.002784661.84715e-05 0.00277245,0.000780174       0.458786    {0.554475,0.00414451}, 
700    1.27653   1.27931      0.0772415  -0.00690929,   0.999976     0.002740710.002784582.08138e-05,0.000772472       0.452564    {-0.00384786,0.556898}, 
701    1.27654   1.27657      0.0764767     0.999959, 0.00908862     0.002760371.89364e-05 0.00274065,0.000764804        0.45916    {0.548107,0.00498174}, 
702    1.27378   1.27654      0.0757194  -0.00805534,   0.999968     0.002713550.002760252.50879e-05,0.000757306       0.451688    {-0.00444681,0.552015}, 
703    1.27381   1.27383      0.0749697     0.999958, 0.00912224      0.00273322.18586e-05 0.00271346, 0.00074977       0.458824    {0.542661,0.00495049}, 
704    1.27107   1.27381      0.0742273  -0.00811695,   0.999967     0.002684620.002733092.49329e-05,0.000742384       0.451311    {-0.00443672,0.546582}, 
705    1.27109   1.27112      0.0734923     0.999951, 0.00990573     0.002708912.17909e-05 0.00268453,0.000734995       0.458827    {0.536871,0.00531836}, 
706    1.26839   1.27109      0.0727645  -0.00911105,   0.999958     0.002657450.002708782.68337e-05,0.000727786        0.45051    {-0.00493572,0.541707}, 
707    1.26841   1.26844      0.0720439     0.999948,   0.010153     0.002681752.42122e-05 0.00265734,0.000720547       0.458592    {0.531424,0.00539585}, 
708    1.26573   1.26841      0.0713305   -0.0089797,    0.99996     0.002630290.002681612.72279e-05,0.000713453       0.450227    {-0.00481576,0.536272}, 
709    1.26575   1.26578      0.0706241     0.999945,  0.0104771     0.002657452.36192e-05 0.00263019,0.000706341       0.458393    {0.525993,0.00551118}, 
710    1.26309   1.26575      0.0699247  -0.00981352,   0.999952     0.002601360.002657312.78424e-05,0.000699408       0.449505    {-0.0052152,0.531404}, 
711    1.26312   1.26315      0.0692323     0.999932,  0.0116335     0.002633162.55285e-05 0.00260123,0.000692451       0.458569    {0.520188,0.00605204}, 
712    1.26049   1.26312      0.0685466   -0.0105356,   0.999944     0.002571880.00263298 3.0633e-05,0.000685677       0.448837    {-0.00554754,0.526522}, 
713    1.26051   1.26055      0.0678678     0.999914,  0.0131353     0.002610642.70963e-05 0.00257173,0.000678832         0.4589    {0.514273,0.00675573}, 
714     1.2579   1.26051      0.0671955    -0.011824,    0.99993     0.002546150.002610413.42916e-05,0.000672242       0.447913    {-0.00617233,0.52198}, 
715    1.25793   1.25797        0.06653     0.999912,  0.0132862     0.002586343.01057e-05 0.00254597,0.000665514        0.45863    {0.509103,0.00676466}, 
716    1.25535   1.25793       0.065871   -0.0124133,   0.999923     0.002516670.002586123.43628e-05,   0.000659       0.447311    {-0.0064196,0.517115}, 
717    1.25538   1.25542      0.0652186     0.999887,  0.0150475     0.002562053.12401e-05 0.00251647,0.000652422       0.459079    {0.503186,0.00757254}, 
718    1.25282   1.25538      0.0645725   -0.0128439,   0.999918     0.002490940.002561763.85524e-05,0.000646112       0.446784    {-0.00657938,0.512214}, 
719    1.25285   1.25289      0.0639329     0.999881,  0.0153959     0.002536323.19934e-05 0.00249073,0.000639583         0.4589    {0.49803,0.00766853}, 
720    1.25031   1.25285      0.0632995   -0.0126925,   0.999919     0.002468960.00253602 3.9049e-05,0.000633396       0.446526    {-0.00643641,0.507063}, 
721    1.25034   1.25038      0.0626725     0.999898,  0.0142644     0.002510593.13373e-05 0.00246877,0.000626969       0.458066    {0.493647,0.00704228}, 
722    1.24783   1.25034      0.0620517   -0.0125083,   0.999922     0.002443240.00251034 3.5812e-05,0.000620843       0.446285    {-0.00627899,0.501948}, 
723    1.24786    1.2479      0.0614371     0.999891,   0.014791     0.002484873.05607e-05 0.00244305,0.000614599       0.457971    {0.488503,0.00722623}, 
724    1.24538   1.24786      0.0608285   -0.0121446,   0.999926     0.002417510.002484593.67536e-05,0.000608633       0.446128    {-0.00603382,0.496794}, 
725    1.24541   1.24545       0.060226     0.999881,  0.0154239     0.002462892.93597e-05 0.00241733,0.000602463       0.457926    {0.483363,0.00745622}, 
726    1.24295   1.24541      0.0596293   -0.0131685,   0.999913     0.00239553 0.00246263.79873e-05,0.000596674       0.445341    {-0.00648444,0.492378}, 
727    1.24298   1.24301      0.0590387     0.999893,  0.0146219     0.002437163.15455e-05 0.00239533, 0.00059064       0.457246    {0.478953,0.00700394}, 
728    1.24054   1.24298      0.0584538     -0.01267,    0.99992     0.00236981 0.00243693.56359e-05,0.000584865        0.44525    {-0.00617405,0.487257}, 
729    1.24057   1.24061      0.0578749      0.99988,  0.0154661     0.002417513.00255e-05 0.00236962,0.000578969       0.457299    {0.473814,0.00732896}, 
730    1.23815   1.24057      0.0573015   -0.0144537,   0.999896     0.002344080.002417223.73895e-05,0.000573385       0.444122    {-0.00698612,0.483295}, 
731    1.23819   1.23823      0.0567338     0.999863,  0.0165401     0.002395533.38805e-05 0.00234383,0.000567646       0.457455    {0.468624,0.00775215}, 
732    1.23579   1.23819      0.0561717   -0.0152066,   0.999884     0.002318350.002395213.96223e-05,0.000562145       0.443466    {-0.00728282,0.478869}, 
733    1.23583   1.23587      0.0556152     0.999843,  0.0176941     0.002375883.52543e-05 0.00231808,0.000556494       0.457647    {0.463455,0.00820169}, 
734    1.23345   1.23583      0.0550641    -0.016822,   0.999859     0.002292620.00237551 4.2039e-05,0.000551135       0.442419    {-0.00798981,0.474896}, 
735    1.23349   1.23354      0.0545184     0.999819,  0.0190307     0.002353913.85664e-05  0.0022923,0.000545616       0.457921    {0.45826,0.00872261}, 
736    1.23114   1.23349      0.0539781   -0.0173917,   0.999849     0.002266890.002353484.47966e-05,0.000540356       0.441852    {-0.0081833,0.470459}, 
737    1.23118   1.23122      0.0534432     0.999791,  0.0204416     0.002334253.94251e-05 0.00226655,0.000534888       0.458229    {0.453091,0.00926384}, 
738    1.22884   1.23118      0.0529134    -0.018832,   0.999823     0.002244920.002333764.77158e-05,0.000529801        0.44089    {-0.00878618,0.466473}, 
739    1.22889   1.22893       0.052389     0.999794,  0.0203091     0.002308524.22763e-05 0.00224452,0.000524435       0.457859    {0.448658,0.0091137}, 
740    1.22658   1.22888      0.0518696   -0.0177511,   0.999842     0.002225270.002308054.68839e-05,0.000519338       0.441081    {-0.00819068,0.461346}, 
741    1.22662   1.22666      0.0513556     0.999819,  0.0190246      0.00228283.95009e-05 0.00222492, 0.00051402       0.456986    {0.444772,0.00846315}, 
742    1.22433   1.22662      0.0508466   -0.0166196,   0.999862     0.002205610.002282384.34293e-05,0.000509006       0.441296    {-0.00758381,0.456254}, 
743    1.22437   1.22441      0.0503428     0.999841,  0.0178275     0.002257073.66564e-05 0.00220531,0.000503816       0.456153    {0.440882,0.00786109}, 
744    1.22211   1.22437      0.0498439   -0.0153486,   0.999882     0.002183640.002256714.02379e-05,0.000498892       0.441575    {-0.00692543,0.451155}, 
745    1.22215   1.22219      0.0493501     0.999841,   0.017811     0.002235093.35158e-05 0.00218338,0.000493812       0.455842    {0.436521,0.00777611}, 
746    1.21991   1.22215       0.048861     -0.01552,    0.99988     0.002163980.002234743.98092e-05,0.000489054       0.441201    {-0.00693459,0.446762}, 
747    1.21995   1.21998      0.0483769     0.999858,  0.0168738     0.002209373.35851e-05 0.00216372,0.000484085       0.455129    {0.432594,0.00730055}, 
748    1.21774   1.21995      0.0478976   -0.0139872,   0.999902     0.002142010.002209053.72804e-05,0.000479356       0.441602    {-0.00617813,0.441655}, 
749    1.21777    1.2178      0.0474231     0.999855,  0.0170505     0.002189712.99608e-05  0.0021418,0.000474465       0.454908    {0.428234,0.00730266}, 
750    1.21558   1.21777      0.0469532   -0.0149771,   0.999888     0.002122350.002189393.73357e-05,0.000469916       0.440862    {-0.00655642,0.437714}, 
751    1.21561   1.21565       0.046488     0.999867,  0.0163393     0.002167743.17867e-05 0.00212212,0.000465158       0.454299    {0.424288,0.00693349}, 
752    1.21344   1.21561      0.0460274   -0.0148891,   0.999889     0.002100380.002167453.54193e-05,0.000460615       0.440612    {-0.00645276,0.433339}, 
753    1.21347   1.21351      0.0455714     0.999859,  0.0167997     0.002148083.12728e-05 0.00210015,0.000455981       0.454208    {0.419894,0.0070551}, 
754    1.21133   1.21347      0.0451199    -0.015695,   0.999877     0.002074650.002147783.60872e-05,0.000451556        0.43996    {-0.00674016,0.429393}, 
755    1.21136    1.2114      0.0446729     0.999814,  0.0192912     0.002132183.25617e-05  0.0020744,0.000447023       0.455008    {0.414716,0.00800187}, 
756    1.20923   1.21136      0.0442301   -0.0180137,   0.999838       0.0020550.002131784.11323e-05,0.000442788       0.438624    {-0.00767747,0.426132}, 
757    1.20926    1.2093      0.0437917      0.99982,  0.0189771     0.002106453.70181e-05 0.00205466,0.000438328        0.45458    {0.410733,0.00779591}, 
758    1.20716   1.20926      0.0433577   -0.0159098,   0.999873     0.002033020.002106073.99743e-05,0.000434033       0.439295    {-0.00669912,0.421016}, 
759    1.20719   1.20723      0.0429281     0.999807,  0.0196664     0.002090553.23449e-05 0.00203277,0.000429574       0.454593    {0.406388,0.00799372}, 
760     1.2051   1.20719      0.0425026   -0.0181863,   0.999835     0.002013370.002090154.11136e-05,0.000425516       0.437984    {-0.00759952,0.417801}, 
761    1.20514   1.20518      0.0420814     0.999809,  0.0195546     0.002068583.66158e-05 0.00201304,0.000421217       0.454258    {0.402404,0.00787037}, 
762    1.20307   1.20514      0.0416643   -0.0176039,   0.999845     0.001991390.002068184.04503e-05,0.000417116        0.43797    {-0.00727886,0.413417}, 
763     1.2031   1.20314      0.0412514     0.999788,  0.0205687     0.002048923.50562e-05 0.00199109,0.000412877       0.454417    {0.39802,0.00818848}, 
764    1.20106    1.2031      0.0408425   -0.0179396,   0.999839     0.001971740.002048494.21437e-05,0.000408945       0.437542    {-0.00734668,0.409458}, 
765    1.20109   1.20113      0.0404377     0.999789,  0.0205468     0.002029273.53722e-05 0.00197142, 0.00040475       0.454126    {0.394083,0.00809887}, 
766    1.19906   1.20109      0.0400368   -0.0182543,   0.999833     0.001949770.002028844.16951e-05,0.000400878       0.437126    {-0.00740386,0.405528}, 
767     1.1991   1.19914      0.0396401     0.999761,  0.0218634     0.002013373.55916e-05 0.00194944, 0.00039678       0.454419    {0.389674,0.00852161}, 
768    1.19708    1.1991       0.039247   -0.0201942,   0.999796     0.001930110.00201289 4.4019e-05,0.000393048       0.435977    {-0.00812568,0.402295}, 
769    1.19712   1.19717       0.038858     0.999754,  0.0221791     0.001991393.8977e-05 0.00192972,0.000389056       0.454279    {0.385691,0.00855639}, 
770    1.19513   1.19712      0.0384726   -0.0191922,   0.999816     0.00191421 0.00199094.41673e-05, 0.00038531       0.436162    {-0.00763806,0.397904}, 
771    1.19517   1.19521      0.0380913     0.999793,   0.020345     0.001971743.67379e-05 0.00191386,0.000381328       0.453206    {0.382554,0.00778468}, 
772     1.1932   1.19517      0.0377137   -0.0193642,   0.999812     0.001892240.00197133 4.0115e-05,0.000377608       0.435817    {-0.00763146,0.394028}, 
773    1.19323   1.19328      0.0373399     0.999758,  0.0220059     0.001955843.66416e-05 0.00189188,0.000373812       0.453655    {0.378146,0.00832347}, 
774    1.19128   1.19323      0.0369696   -0.0210539,   0.999778     0.001872580.00195537  4.304e-05, 0.00037025       0.434788    {-0.00822944,0.390788}, 
775    1.19132   1.19136      0.0366031     0.999744,  0.0226318     0.001933863.94251e-05 0.00187217,0.000366526       0.453655    {0.374168,0.00847024}, 
776    1.18939   1.19132      0.0362401    -0.019716,   0.999806     0.001852930.001933374.37668e-05,0.000362977       0.435131    {-0.00761955,0.386391}, 
777    1.18942   1.18946      0.0358809     0.999732,  0.0231414     0.001914213.65322e-05 0.00185257,0.000359222       0.453606    {0.370273,0.00857094}, 
778    1.18751   1.18942      0.0355251   -0.0194343,   0.999811     0.00183703 0.00191374.42975e-05,0.000355843       0.434998    {-0.00743408,0.382451}, 
779    1.18754   1.18758       0.035173     0.999764,  0.0217179     0.001892243.57013e-05 0.00183668,0.000352123       0.452722    {0.367113,0.00797483}, 
780    1.18565   1.18754      0.0348242   -0.0180048,   0.999838     0.001821130.001891794.10955e-05,0.000348743       0.435384    {-0.00680895,0.378114}, 
781    1.18569   1.18572      0.0344791     0.999794,  0.0202986     0.001872583.27889e-05 0.00182083,0.000345112       0.451843    {0.36398,0.00738982}, 
782    1.18381   1.18568      0.0341373    -0.017636,   0.999844     0.00180522 0.00187223.80108e-05,0.000341795       0.435293    {-0.00660089,0.374227}, 
783    1.18384   1.18388       0.033799     0.999819,  0.0190383     0.001852933.1837e-05 0.00180494,0.000338291       0.451034    {0.360819,0.00687061}, 
784    1.18199   1.18384       0.033464   -0.0171419,   0.999853     0.001783250.001852593.52765e-05,0.000334997       0.435261    {-0.00634916,0.370333}, 
785    1.18202   1.18206      0.0331324     0.999771,  0.0213804     0.001837033.05683e-05 0.00178299,0.000331595       0.451789    {0.356423,0.00762221}, 
786    1.18019   1.18202      0.0328039    -0.018292,   0.999833      0.00176360.001836613.92763e-05,0.000328496       0.434491    {-0.0067159,0.367088}, 
787    1.18022   1.18026      0.0324788     0.999744,   0.022624     0.001821133.22597e-05  0.0017633,0.000325099       0.452068    {0.352461,0.0079761}, 
788     1.1784   1.18022      0.0321568   -0.0194326,   0.999811     0.001747690.001820664.12011e-05,0.000322077       0.433727    {-0.00707224,0.363868}, 
789    1.17843   1.17847       0.031838     0.999763,  0.0217616     0.001805223.39623e-05 0.00174736,0.000318736       0.451439    {0.349261,0.00760226}, 
790    1.17663   1.17843      0.0315223   -0.0206523,   0.999787     0.00172804 0.00180483.92845e-05,0.000315683        0.43293    {-0.00745097,0.360705}, 
791    1.17666    1.1767      0.0312098      0.99973,  0.0232574     0.001789323.5688e-05 0.00172767,  0.0003125        0.45183    {0.345292,0.00803278}, 
792    1.17487   1.17666      0.0309003   -0.0216193,   0.999766     0.001706070.00178884 4.1615e-05,0.000309528       0.432249    {-0.00773022,0.357478}, 
793    1.17491   1.17496      0.0305939     0.999654,  0.0262997     0.001773423.68839e-05 0.00170567,0.000306373       0.452886    {0.340854,0.00896744}, 
794    1.17314   1.17491      0.0302904   -0.0223704,    0.99975     0.001690170.001772814.66404e-05,0.000303578       0.431667    {-0.00792562,0.354201}, 
795    1.17318   1.17322        0.02999     0.999669,  0.0257299     0.001757523.78097e-05 0.00168974,0.000300363        0.45239    {0.33766,0.00869083}, 
796    1.17142   1.17317      0.0296924   -0.0233456,   0.999727     0.001670510.001756944.52208e-05,0.000297557       0.430985    {-0.00819735,0.351035}, 
797    1.17146    1.1715       0.029398     0.999618,  0.0276311     0.001743943.89991e-05 0.00167006,0.000294479       0.452956    {0.333692,0.00922378}, 
